Colnames
ASMT_SYS_CD
ITM_SBST_CD
ITM_SET_VRSN_CD
SPEC_VRSN_CD
PRODN_TEST_CD
STATE_CD
FAC_ID
SFTWR_VNDR_ID
SFTWR_VNDR_EMAIL_ADR
SFTWR_PROD_NAME
SFTWR_PROD_VRSN_CD
FAC_DOC_ID
A0100A
A0100B
A0100C
A0200
A0500A
A0500B
A0500C
A0500D
A0600A
A0600B
A0700
A0800
A0900
A1000A
A1000B
A1000C
A1000D
A1000E
A1000F
A1100A
A1100B
A1200
A1300A
A1300B
A1300C
A1300D
A0310A
A0310B
ITEM_FILLER_045
ITEM_FILLER_046
A0410
A2400A
A2400B
A2400C
A1500
A1600
A1700
A1800
A2000
A2100
A2200
A2300
B0100
B0200
B0300
B0600
B0700
B0800
B1000
B1200
C0100
C0200
C0300A
C0300B
C0300C
C0400A
C0400B
C0400C
C0500
C0600
C0700
C0800
C0900A
C0900B
C0900C
C0900D
C0900Z
C1000
ITEM_FILLER_026
ITEM_FILLER_027
ITEM_FILLER_028
ITEM_FILLER_029
ITEM_FILLER_030
D0100
D0200A1
D0200A2
D0200B1
D0200B2
D0200C1
D0200C2
D0200D1
D0200D2
D0200E1
D0200E2
D0200F1
D0200F2
D0200G1
D0200G2
D0200H1
D0200H2
D0200I1
D0200I2
D0300
ITEM_FILLER_047
D0500A1
D0500A2
D0500B1
D0500B2
D0500C1
D0500C2
D0500D1
D0500D2
D0500E1
D0500E2
D0500F1
D0500F2
D0500G1
D0500G2
D0500H1
D0500H2
D0500I1
D0500I2
D0500J1
D0500J2
D0600
ITEM_FILLER_048
E0100A
E0100B
E0100Z
E0200A
E0200B
E0200C
E0300
E0500A
E0500B
E0500C
E0600A
E0600B
E0600C
E0800
E0900
E1000A
E1000B
E1100
F0300
F0400A
F0400B
F0400C
F0400D
F0400E
F0400F
F0400G
F0400H
F0500A
F0500B
F0500C
F0500D
F0500E
F0500F
F0500G
F0500H
F0600
F0700
F0800A
F0800B
F0800C
F0800D
F0800E
F0800F
F0800G
F0800H
F0800I
F0800J
F0800K
F0800L
F0800M
F0800N
F0800O
F0800P
F0800Q
F0800R
F0800S
F0800T
F0800Z
G0300A
G0300B
G0300C
G0300D
G0300E
G0400A
G0400B
G0600A
G0600B
G0600C
G0600D
G0600Z
G0900A
G0900B
H0100A
H0100B
H0100C
H0100D
H0100Z
H0200A
H0200B
H0200C
H0300
H0400
H0500
H0600
I0100
I0200
I0300
I0400
I0500
I0600
I0700
I0900
I1100
I1200
I1300
I1400
I1500
I1700
I2000
I2100
I2200
I2300
I2400
I2900
I3100
I3200
I3300
I3400
I3700
I3800
I3900
I4000
I4200
I4300
I4400
I4500
I4800
I4900
I5000
I5100
I5200
I5300
I5400
I5500
I5600
I5700
I5800
I5900
I6000
I6100
I6200
I6500
I7900
I8000A
I8000B
I8000C
I8000D
I8000E
I8000F
J0100A
J0100B
J0100C
J0200
J0300
J0400
J0500A
J0500B
J0600A
J0600B
J0800A
J0800B
J0800C
J0800D
J0800Z
J1100A
J1100B
J1100C
J1100Z
J1300
J1400
J1550A
J1550B
J1550C
J1550D
J1550Z
J1700A
J1700B
J1700C
J1800
J1900A
J1900B
J1900C
K0100A
K0100B
K0100C
K0100D
K0100Z
K0200A
K0200B
K0300
ITEM_FILLER_004
ITEM_FILLER_005
ITEM_FILLER_006
ITEM_FILLER_007
ITEM_FILLER_008
ITEM_FILLER_019
ITEM_FILLER_020
L0200A
L0200B
L0200C
L0200D
L0200E
L0200F
L0200Z
M0100A
M0150
M0300A
M0210
M0300B1
M0300B2
M0300C1
M0300C2
ITEM_FILLER_033
M0300D1
M0300D2
M0300E1
M0300E2
M0300F1
M0300F2
M0300G1
M0300G2
ITEM_FILLER_034
ITEM_FILLER_035
ITEM_FILLER_037
ITEM_FILLER_038
ITEM_FILLER_039
ITEM_FILLER_040
ITEM_FILLER_041
ITEM_FILLER_042
ITEM_FILLER_043
ITEM_FILLER_044
M1040A
M1040B
M1040C
M1040E
M1040F
M1040Z
M1030
M1200A
M1200B
M1200C
M1200D
M1200E
M1200F
M1200G
M1200H
M1200I
M1200Z
N0300
ITEM_FILLER_009
ITEM_FILLER_010
ITEM_FILLER_011
ITEM_FILLER_012
ITEM_FILLER_013
ITEM_FILLER_016
O0100A1
O0100A2
O0100B1
O0100B2
O0100C1
O0100C2
O0100D1
O0100D2
O0100E1
O0100E2
O0100F1
O0100F2
O0100G1
O0100G2
O0100H1
O0100H2
O0100I1
O0100I2
O0100J1
O0100J2
O0100K1
O0100K2
ITEM_FILLER_053
O0100M1
O0100M2
O0250A
O0250C
O0300A
O0300B
O0400A4
O0400A1
O0400A5
O0400A6
O0400B4
O0400B1
O0400B5
O0400B6
O0400C4
O0400C1
O0400C5
O0400C6
O0400D2
O0400D1
O0400E2
O0400E1
O0400F2
O0400F1
O0500A
O0500B
O0500C
O0500D
O0500E
O0500F
O0500G
O0500H
O0500I
O0500J
O0600
O0700
P0100A
P0100B
P0100C
P0100D
P0100E
P0100F
P0100G
P0100H
Q0100A
Q0100B
Q0100C
Q0300A
Q0300B
Z0100A
Z0200A
Z0500B
M0100B
M0100C
M0100Z
A0310E
Z0100B
Z0200B
M1040D
I0800
I8000G
I8000H
I8000I
I8000J
A1550A
A1550B
A1550C
A1550D
A1550E
A1550Z
SFTWR_VNDR_NAME
A0310F
V0100A
V0100B
V0100C
V0100D
V0100E
V0100F
V0200A01A
V0200A01B
V0200A02A
V0200A02B
V0200A03A
V0200A03B
V0200A04A
V0200A04B
V0200A05A
V0200A05B
V0200A06A
V0200A06B
V0200A07A
V0200A07B
V0200A08A
V0200A08B
V0200A09A
V0200A09B
V0200A10A
V0200A10B
V0200A11A
V0200A11B
V0200A12B
V0200A13A
V0200A13B
V0200A14A
V0200A14B
V0200A15A
V0200A15B
V0200A16A
V0200A16B
V0200A17A
V0200A17B
V0200A18A
V0200A18B
V0200A19A
V0200A19B
V0200A20A
V0200A20B
V0200B2
V0200C2
A0050
X0200A
X0200C
X0300
X0400
X0500
X0600A
X0600B
ITEM_FILLER_056
ITEM_FILLER_055
X0700A
X0700B
X0700C
X0800
X0900A
X0900B
X0900C
X0900D
X0900Z
X1050A
X1050Z
X1100A
X1100B
X1100E
G0110A1
G0110A2
G0110B1
G0110B2
G0110C1
G0110C2
G0110D1
G0110D2
G0110E1
G0110E2
G0110F1
G0110F2
G0110G1
G0110G2
G0110H1
G0110H2
G0110I1
G0110I2
G0110J1
G0110J2
G0120A
G0120B
L0200G
I2500
J0850
ITEM_FILLER_036
N0350A
N0350B
O0100Z1
O0100Z2
ITEM_FILLER_059
ITEM_FILLER_060
I5250
I5350
I5950
I1550
I1650
ITEM_FILLER_014
ITEM_FILLER_015
O0250B
V0200A12A
Q0400A
ITEM_FILLER_017
ITEM_FILLER_018
Q0500B
Q0600
J0700
I6300
O0400A2
O0400A3
O0400B2
O0400B3
O0400C2
O0400C3
X0600F
ITEM_FILLER_058
Z0250A
Z0250B
TARGET_DATE
RESIDENT_AGE
ITEM_FILLER_003
ASSESSMENT_ID
ORIGINAL_ASSESSMENT_ID
RESIDENT_INTERNAL_ID
SUBMITTING_USER_ID
SUBMISSION_ID
SUBMISSION_DATE
SUBMISSION_COMPLETE_DATE
RESIDENT_MATCH_CRITERIA
CBSA_URBAN_RURAL_CODE
STATE_EXTRACT_FILE_ID
RECALCULATED_Z0100A
RECALCULATED_Z0100B
CALC_ITEM_FILLER_003
CALC_ITEM_FILLER_001
CALC_ITEM_FILLER_002
CALC_ITEM_FILLER_004
CALC_ITEM_FILLER_007
CALC_ITEM_FILLER_005
CALC_ITEM_FILLER_006
RECALCULATED_Z0200A
RECALCULATED_Z0200B
CMI_VALUE_FOR_RECALC_Z0200A
CMI_SET_FOR_RECALC_Z0200A
RECALCULATED_Z0250A
RECALCULATED_Z0250B
CMI_VALUE_FOR_RECALC_Z0250A
CMI_SET_FOR_RECALC_Z0250A
ASMT_ITEMS_FILLER
STATE_ITEMS_FILLER
FACILITY_PROVIDER_INTERNAL_ID
CALCULATED_ITEMS_FILLER1
X0150
DATA_END_INDICATOR
CR
LF
ITEM_FILLER_001
MEDICARE_RUG4_HIER_GRP
MEDICARE_RUG4_HIER_VERSION
MEDICARE_RUG3_IDX_MAX_GRP
MEDICARE_RUG3_IDX_MAX_VERSION
MEDICARE_RUG3_IDX_MAX_CMI_VAL
MEDICARE_RUG3_IDX_MAX_CMI_SET
MEDICARE_RUG3_HIER_GRP
MEDICARE_RUG3_HIER_VERSION
BIRTHDATE_SUBMIT_CODE
S0101
S0102
S0111
S0115
S0120
S0122
S0123
S0125
S0130
S0140
S0141
S0150
S0180
S0500
S0501
S0510
S0511
S0512
S0520
S1000
S1001
S1100A
S1100B
S1100C
S1100D
S1100E
S1100F
S1100F1
S1100F2
S1100G
S1100H
S1100I
S1100Z
S1200A
S1200B
S1200C
S1200D
S1200E
S1200F
S1200G
S1200H
S1200I
ITEM_FILLER_021
S2000
S2001
S2010
S2011
S2015
S2016
S2040
S2050
S3100A
S3100B
S3100C
S3100D
S3100E
S3100F
S3100G
S3100H
S3100Z
S3200A
S3200B
S4000A
S4000B
S4000C
S4000D
S4010A
S4010B
S4010C
S4010D
S4010E
S4500
S4510A
S4510B
S4510C
S4510D
S4510E
S4510F
S5000
S5005
S5010A1
S5010A2
S5010B1
S5010B2
S5010C1
S5010C2
S5010D1
S5010D2
S5010E1
S5010E2
S5010F1
S5010F2
S5010G1
S5010G2
S5010H1
S5010H2
S5010I1
S5010I2
S6000
S6005
S6010
S6050
S6051A
S6051B
S6051C
S6051D
S6100A
S6100B
S6100C
S6100D
S6100E
S6100F1
S6100F2
S6100F3
S6100Z
S6200
S6210
S6220
S8000A1
S8000A2
S8000A3
S8000B1
S8000B2
S8000B3
S8000C1
S8000C2
S8000C3
S8000D1
S8000D3
S8000E1
S8000E2
S8000E3
S8000Z
S8010A1
S8010A2
S8010A3
S8010B1
S8010B2
S8010B3
S8010C1
S8010C2
S8010C3
S8010D1
S8010D2
S8010D3
S8010E1
S8010E2
S8010E3
S8010F1
S8010F2
S8010F3
S8010G1
S8010G2
S8010G3
S8010H1
S8010H2
S8010H3
S8010I1
S8010I2
S8010I3
S8010Z
S8020A1
S8020A2
S8020A3
S8020B1
S8020B2
S8020B3
S8020C1
S8020C2
S8020C3
S8020Z
S8030A1
S8030A2
S8030A3
S8030B1
S8030B2
S8030B3
S8030C
S8030Z
S8040A1
S8040A2
S8040A3
S8040B1
S8040B2
S8040B3
S8040C1
S8040C2
S8040C3
S8040D1
S8040D2
S8040D3
S8040Z
S8050A1
S8050A2
S8050A3
S8050D
S8099
S8050B
S8000D2
S8050C
S8500
S8510A
S8510B
S8512A
S8512B
S8520A
S8520B
S8520C
S8521A
S8521B
S8521C
S9000
S9001
S9002A
S9002B
S9002C
S9002D
S9002E
S9002F
S9002G
S9002H
S9002I
S9003
S9020
S9040A
S9040B
S9040C
S9040D
S9040E
S9040F
S9040G
S9060
S9080A
S9080B
S9080C
S9080D
S9080E
S9100A
S9120
S9100B
S9100C
ITEM_FILLER_002
S0160
S0170A
S0170B
S0170C
S0170D
S0170E
S0170F
S0170G
S0170H
S0170Z
S0171A
S0171B
S0172A
S0172B
S0172C
S0172D
S0172E
S0172F
S0172G
S0172H
S0183
S8010F
S8010G
S8055
S9040H
O0450A
ITEM_FILLER_057
A0310G
A1510A
A1510B
A1510C
K0310
K0510A1
K0510A2
K0510B1
K0510B2
ITEM_FILLER_049
K0510C2
ITEM_FILLER_050
K0510D2
K0510Z1
K0510Z2
M1040G
M1040H
N0410A
N0410B
N0410C
N0410D
N0410E
N0410F
N0410G
Q0490
Q0550A
Q0550B
S0173
ITEM_FILLER_051
K0710A2
K0710A3
ITEM_FILLER_052
K0710B2
K0710B3
O0400A3A
O0400B3A
O0400C3A
O0420
S0600A
S0600B
S0600C
S0600D
S0600E
S0600Z
S0161A
S0161B
S0161C
S0161D
S0161Z
S6230
S6232
S6234
S6236
S2060A
S2060B
S2060C
S2060D
S2060E
S2060Z
A1900
C_CCN_NUM
S0165A
S0165B
S0165C
S0165D
S0165E
S0165Z
S0174
S0175
S0513
S1100J
S3300
S3305A
S3305B
S3305C
S3305D
S3305E
S3305Y
S6020A
S6020B
S6020C
S6020D
S6020Y
S6020Z
S6022A
S6022B
S6022C
S6023A
S6023B
S6023C
S6024A
S6024B
S6024C
S6205
S7000
S9040C1
S9040D1
S9140
ITEM_FILLER_022
ITEM_FILLER_023
ITEM_FILLER_024
ITEM_FILLER_025
A0310H
C1310A
C1310B
C1310C
C1310D
GG0130A1
GG0130A2
GG0130A3
GG0130B1
GG0130B2
GG0130B3
GG0130C1
GG0130C2
GG0130C3
GG0170B1
GG0170B2
GG0170B3
GG0170C1
GG0170C2
GG0170C3
GG0170D1
GG0170D2
GG0170D3
GG0170E1
GG0170E2
GG0170E3
GG0170F1
GG0170F2
GG0170F3
ITEM_FILLER_031
ITEM_FILLER_032
GG0170J1
GG0170J2
GG0170J3
GG0170K1
GG0170K2
GG0170K3
GG0170Q1
GG0170Q3
GG0170R1
GG0170R2
GG0170R3
GG0170RR1
GG0170RR3
GG0170S1
GG0170S2
GG0170S3
GG0170SS1
GG0170SS3
X0600H
S0509
S6201
S6211
S1002
S1003
S3310A
S3310B
S3310C
S3310D
S3310Y
S3310Z
S3315A
S3315B
S3315C
S3315D
S3315Y
S3315Z
S1150
S1004
S6052
S6053A
S6053B
N0410H
N0450A
N0450B
N0450C
N0450D
N0450E
P0200A
P0200B
P0200C
P0200D
P0200E
P0200F
S9085A
S9085B
S9085C
S9085D
S0113
S0114
S0521
S0514
S0515
S6500
S0185
S8015
S0153
S0505
S1210A
S1210B
S1210C
S1210D
S1210E
S1210F
S1210G
S1210H
S1210I
S1210Z
S6202
S6212
C_HICN_MBI_IND
C_SSNRI_TRNSLTN_HICN_TXT
C_SSNRI_TRNSLTN_MBI_TXT
GG0100A
GG0100B
GG0100C
GG0100D
GG0110A
GG0110B
GG0110C
GG0110D
GG0110E
GG0110Z
GG0130E1
GG0130E2
GG0130E3
GG0130F1
GG0130F2
GG0130F3
GG0130G1
GG0130G2
GG0130G3
GG0130H1
GG0130H2
GG0130H3
GG0170A1
GG0170A2
GG0170A3
GG0170G1
GG0170G2
GG0170G3
GG0170I1
GG0170I2
GG0170I3
GG0170L1
GG0170L2
GG0170L3
GG0170M1
GG0170M2
GG0170M3
GG0170N1
GG0170N2
GG0170N3
GG0170O1
GG0170O2
GG0170O3
GG0170P1
GG0170P2
GG0170P3
I0020
ITEM_FILLER_061
J2000
N2001
N2003
N2005
A0310G1
GG0130A5
GG0130B5
GG0130C5
GG0170B5
GG0170C5
GG0170D5
GG0170E5
GG0170F5
GG0170J5
GG0170K5
I0020B
A0300A
A0300B
J2100
J2300
J2310
J2320
J2330
J2400
J2410
J2420
J2499
J2500
J2510
J2520
J2530
J2599
J2600
J2610
J2620
J2699
J2700
J2710
J2799
J2800
J2810
J2899
J2900
J2910
J2920
J2930
J2940
J5000
X0570B
O0425A1
O0425A2
O0425A3
O0425A4
O0425A5
O0425B1
O0425B2
O0425B3
O0425B4
O0425B5
O0425C1
O0425C2
O0425C3
O0425C4
O0425C5
O0430
Z0200C
GG0170I5
ITEM_FILLER_054
X0570A
